product_id,manufacturer,department,brand,commodity_desc,sub_commodity_desc,curr_size_of_product,beverage_category
1096243,2442,NUTRITION,National,NON-DAIRY BEVERAGES,RICE BEVERAGE,QT,Other Beverages
1096349,1046,GROCERY,National,COFFEE,GROUND DECAFFINATED,23 OZ,Coffee
1096960,69,NUTRITION,Private,WATER,SPRING WATER,16.9 OZ,Water
1097001,103,GROCERY,National,SOFT DRINKS,SFT DRNK MLT-PK BTL CARB (EXCP,24 OZ,Carbonated Soft Drinks
1097066,2733,GROCERY,National,SOFT DRINKS,SFT DRNK MLT-PK BTL CARB (EXCP,12 OZ NR,Carbonated Soft Drinks
1097382,69,GROCERY,Private,COFFEE,GROUND DECAFFINATED,13 OZ,Coffee
1098168,2224,GROCERY,National,SOFT DRINKS,SOFT DRINKS 6PK/4PK CAN CARB (,8 OZ,Carbonated Soft Drinks
1098225,1225,GROCERY,National,COFFEE,NON DAIRY CREAMER: DRY,8 OZ,Coffee
1098435,666,GROCERY,National,COFFEE,GROUND COFFEE,13 OZ,Coffee
1098551,658,NUTRITION,National,DRY TEA/COFFEE/COCO MIX,TEA BAGS (SUPPLEMENT),16 CT,Tea
1098911,103,GROCERY,National,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,12 OZ,Carbonated Soft Drinks
1099164,2224,GROCERY,National,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,12 OZ,Carbonated Soft Drinks
1099301,2024,GROCERY,National,COFFEE,FLAVORED BEAN COFFEE,12 OZ,Coffee
1099372,1276,GROCERY,National,ISOTONIC DRINKS,ISOTONIC DRINKS SINGLE SERVE,20 OZ,Energy/Sports Drinks
1100066,1766,GROCERY,National,TEAS,TEA BAGS HERBAL & FLAVORED,20 CT,Tea
1100375,531,GROCERY,National,TEAS,INSTANT TEA & TEA MIX (W/SUGAR,45.1 OZ,Tea
1101098,69,GROCERY,Private,COFFEE,GROUND COFFEE,26 OZ,Coffee
1101104,69,GROCERY,Private,CANNED JUICES,GRAPEFRUIT JUICE (50% AND UNDE,64 OZ,Juice
1101378,2224,GROCERY,National,SOFT DRINKS,SFT DRNK MLT-PK BTL CARB (EXCP,.5 LTR,Carbonated Soft Drinks
1101460,531,GROCERY,National,COCOA MIXES,MALTED MLK/SYRUP/PWDRS (EGGNOG,8 OZ,Other Beverages
1101622,1988,NUTRITION,National,BEVERAGE,CAN/BTL BEVERAGE,12 OZ,Other Beverages
1101787,5133,GROCERY,National,CANNED JUICES,FRUIT DRINKS: CANNED & GLASS (,12 OZ 12PK,Juice
1101980,69,GROCERY,Private,CANNED JUICES,APPLE JUICE & CIDER (OVER 50%,96 OZ,Juice
1102295,1777,GROCERY,National,CANNED JUICES,KIDS MILK DRINKS-ASEPTIC,9 OZ,Juice
1102831,69,GROCERY,Private,TEAS,INSTANT TEA & TEA MIX,3 OZ,Tea
1102845,69,GROCERY,Private,COFFEE,GROUND COFFEE,39 OZ,Coffee
1102927,2557,GROCERY,National,CANNED JUICES,ASEPTIC PACK JUICE AND DRINKS,10/6.75 OZ,Juice
1103147,69,GROCERY,Private,COFFEE,GROUND COFFEE,34.5 OZ,Coffee
1103160,69,GROCERY,Private,COFFEE,GROUND COFFEE,11.5 OZ,Coffee
1103476,2,GROCERY,National,SOFT DRINKS,SOFT DRINKS 20PK&24PK CAN CARB,24 PK,Carbonated Soft Drinks
1103752,1208,GROCERY,National,SOFT DRINKS,SOFT DRINKS 6PK/4PK CAN CARB (,8 OZ,Carbonated Soft Drinks
1103932,2224,GROCERY,National,SOFT DRINKS,MIXERS(TONIC WTR/CLUB SODA/GNG,LTR,Carbonated Soft Drinks
1103957,1251,GROCERY,National,CANNED JUICES,TOMATO JUICE (OVER 50% JCE),46 OZ,Juice
1104417,1437,GROCERY,National,TEAS,TEA BAGS HERBAL & FLAVORED,20 CT,Tea
1104452,899,NUTRITION,National,JUICE,NON-CARB JCE(OVER 50% JCE),10 OZ,Juice
1104647,69,GROCERY,Private,COFFEE,NON DAIRY CREAMER: DRY,22 OZ,Coffee
1104856,612,GROCERY,National,CANNED JUICES,GRAPEFRUIT JUICE (50% AND UNDE,64 OZ,Juice
1105154,1505,GROCERY,National,COFFEE,GROUND COFFEE,16 OZ,Coffee
1105398,869,GROCERY,National,TEAS,TEA BAGS HERBAL & FLAVORED,20 CT,Tea
1105816,1046,GROCERY,National,CANNED JUICES,ASEPTIC PACK JUICE AND DRINKS,67.5 OZ,Juice
1106186,2135,DELI,National,SERVICE BEVERAGE,SV BEV: BEV/JUIC 10-50% JCE,20 OZ,Other Beverages
1106237,1535,GROCERY,National,TEAS,TEA BAGS & BULK TEA,40 CT,Tea
1106548,2004,NUTRITION,National,NON-DAIRY BEVERAGES,SOY BEVERAGE,32 OZ,Other Beverages
1107319,2024,GROCERY,National,COFFEE,GROUND FLVR REG COFFEE,1.75 OZ,Coffee
1107553,103,GROCERY,National,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,20 OZ,Carbonated Soft Drinks
1107598,828,GROCERY,National,WATER - CARBONATED/FLVRD DRINK,NON-CRBNTD DRNKING/MNERAL WATE,1.5 LTR,Carbonated Soft Drinks
1107655,1551,NUTRITION,National,BEVERAGE,CAN/BTL BEVERAGE,12 OZ,Other Beverages
1107942,1819,GROCERY,National,SOFT DRINKS,SFT DRNK MLT-PK BTL CARB (EXCP,12 OZ,Carbonated Soft Drinks
1108092,1276,GROCERY,National,ISOTONIC DRINKS,ISOTONIC DRINKS SINGLE SERVE,32 OZ,Energy/Sports Drinks
1108131,69,GROCERY,Private,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,12 OZ,Carbonated Soft Drinks
1108168,69,GROCERY,Private,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,12 PK,Carbonated Soft Drinks
1108458,2442,NUTRITION,National,NON-DAIRY BEVERAGES,SOY BEVERAGE,QUART,Other Beverages
1108812,869,GROCERY,National,TEAS,TEA BAGS HERBAL & FLAVORED,20 CT,Tea
1108963,5818,GROCERY,National,COCOA MIXES,MALTED MLK/SYRUP/PWDRS (EGGNOG,12 OZ,Other Beverages
1108997,693,GROCERY,National,COCOA MIXES,HOT CHOCOLATE COCOA MIX,28 OZ,Other Beverages
1109805,69,GROCERY,Private,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,12 OZ,Carbonated Soft Drinks
1110042,69,GROCERY,Private,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,12 OZ,Carbonated Soft Drinks
1110111,1208,GROCERY,National,SOFT DRINKS,SOFT DRINKS 20PK&24PK CAN CARB,12 OZ,Carbonated Soft Drinks
1110421,2155,NUTRITION,National,DRY TEA/COFFEE/COCO MIX,TEA BAGS (SUPPLEMENT),16 CT,Tea
1110453,170,GROCERY,National,CANNED JUICES,FRUIT DRINKS: CANNED & GLASS (,128 OZ,Juice
1110572,1208,GROCERY,National,SOFT DRINKS,SFT DRNK MLT-PK BTL CARB (EXCP,20 OZ,Carbonated Soft Drinks
1110697,1046,GROCERY,National,SOFT DRINKS,SOFT DRINK BOTTLE NON-CARB (EX,2 LTR,Carbonated Soft Drinks
1111839,69,GROCERY,Private,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,2 LTR,Carbonated Soft Drinks
1111971,1766,GROCERY,National,TEAS,TEA BAGS HERBAL & FLAVORED,16CT,Tea
1112051,69,GROCERY,Private,SOFT DRINKS,SOFT DRINKS SINGLE CANS CARB (,12 OZ,Carbonated Soft Drinks
1112223,69,GROCERY,Private,CANNED JUICES,APPLE JUICE & CIDER (OVER 50%,64 OZ,Juice
1112241,2224,GROCERY,National,WATER - CARBONATED/FLVRD DRINK,NON-CRBNTD DRNKING/MNERAL WATE,6PK/.5LTR,Carbonated Soft Drinks
1112405,69,GROCERY,Private,COFFEE,REGULAR BEAN,12 OZ,Coffee
1112537,209,GROCERY,National,CANNED JUICES,LEMON JUICE & LIME JUICE (OVER,12 OZ,Juice
1112569,5363,GROCERY,National,SOFT DRINKS,TEA UNSWEETENED,16 OZ,Carbonated Soft Drinks
1112754,69,GROCERY,Private,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,12 PK,Carbonated Soft Drinks
1112858,2292,GROCERY,National,WATER - CARBONATED/FLVRD DRINK,SPRING WATER,1.5 LTR,Carbonated Soft Drinks
1112987,1766,GROCERY,National,TEAS,TEA BAGS HERBAL & FLAVORED,20 CT,Tea
1113675,1251,GROCERY,National,CANNED JUICES,VEG JUICE (EXCEPT TOMATO) (OVE,46 OZ,Juice
1113900,1046,GROCERY,National,COFFEE,GROUND COFFEE,11.5 OZ,Coffee
1113923,658,NUTRITION,National,DRY TEA/COFFEE/COCO MIX,TEA BAGS (SUPPLEMENT),16 CT,Tea
1114319,1005,GROCERY,National,CANNED JUICES,GRAPE JUICE (OVER 50% JUICE),25.4 OZ,Juice
1114597,1232,GROCERY,National,REFRGRATD JUICES/DRNKS,DAIRY CASE JUICE DRNK UNDER 10,64 OZ,Juice
1114813,658,NUTRITION,National,DRY TEA/COFFEE/COCO MIX,TEA BAGS (SUPPLEMENT),,Tea
1115084,2135,DELI,National,SERVICE BEVERAGE,SV BEV: N/CARB FLV FRK/MINWTR,20 OZ,Other Beverages
1115302,16,GROCERY,Private,CANNED JUICES,ORANGE JUICE  (OVER 50% JUICE),6 OZ,Juice
1115553,1005,GROCERY,National,CANNED JUICES,GRAPE JUICE (OVER 50% JUICE),64 OZ,Juice
1115655,2,GROCERY,National,SOFT DRINKS,SOFT DRINKS 20PK&24PK CAN CARB,12 OZ,Carbonated Soft Drinks
1115896,2224,GROCERY,National,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,2 LTR,Carbonated Soft Drinks
1116190,456,GROCERY,National,COFFEE,GROUND COFFEE,10.3 OZ,Coffee
1116376,1225,GROCERY,National,COFFEE,NON DAIRY CREAMER: DRY,22 OZ,Coffee
1116415,693,GROCERY,National,COCOA MIXES,HOT CHOCOLATE COCOA MIX,6.25 OZ,Other Beverages
1116477,69,GROCERY,Private,SOFT DRINKS,SOFT DRINKS SINGLE CANS CARB (,72 OZ,Carbonated Soft Drinks
1116485,130,GROCERY,National,WATER - CARBONATED/FLVRD DRINK,NON-CARB FLVRD DRNKNG/MNRL WAT,1 LTR,Carbonated Soft Drinks
1116497,2,GROCERY,National,SOFT DRINKS,SOFT DRINKS 20PK&24PK CAN CARB,24 PK,Carbonated Soft Drinks
1116589,1046,GROCERY,National,COFFEE,INSTANT COFFEE REGULAR,8 OZ,Coffee
1116733,2024,GROCERY,National,COFFEE,GROUND FLVR DECAF COFFEE,12 OZ,Coffee
1116996,1251,GROCERY,National,CANNED JUICES,VEG JUICE (EXCEPT TOMATO) (OVE,64 OZ,Juice
1117059,1208,GROCERY,National,ISOTONIC DRINKS,ISOTONIC DRINKS SINGLE SERVE,32 OZ,Energy/Sports Drinks
1117088,414,NUTRITION,National,NON-DAIRY BEVERAGES,SOY BEVERAGE,33.8 OZ,Other Beverages
1117524,2224,GROCERY,National,SOFT DRINKS,SOFT DRINKS 6PK/4PK CAN CARB (,12 OZ,Carbonated Soft Drinks
1117541,5879,GROCERY,National,COFFEE,REGULAR BEAN,12 OZ,Coffee
1117602,69,GROCERY,Private,COFFEE,REGULAR BEAN,13 OZ,Coffee
1117758,1988,NUTRITION,National,JUICE,DRINKS - CARB JUICE (OVER 50%,25.4 OZ,Juice
1118246,2135,DELI,National,SERVICE BEVERAGE,SV BEV: BEV/JUIC 10-50% JCE,24 OZ,Other Beverages
1118502,753,NUTRITION,National,JUICE,NON-CARB JCE (UNDER 50%JCE),32 OZ,Juice
1118738,501,GROCERY,National,TEAS,TEA BAGS HERBAL & FLAVORED,18 CT,Tea
1118878,436,GROCERY,National,REFRGRATD JUICES/DRNKS,DAIRY CASE 100% PURE JUICE - O,64 OZ,Juice
1119312,69,GROCERY,Private,WATER - CARBONATED/FLVRD DRINK,CARBONATED WATER - FLVRD SWEET,,Carbonated Soft Drinks
1119546,188,GROCERY,National,COCOA MIXES,HOT CHOCOLATE COCOA MIX,10-1OZ,Other Beverages
1119550,1046,GROCERY,National,SOFT DRINKS,SOFT DRINKS CAN NON-CARB (EXCE,12 OZ,Carbonated Soft Drinks
1119783,2347,NUTRITION,National,WATER,JUICE (100% JUICE),18 OZ,Water
1119877,103,GROCERY,National,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,2 LTR,Carbonated Soft Drinks
1120416,436,GROCERY,National,CANNED JUICES,ASEPTIC PACK JUICE AND DRINKS,200 ML,Juice
1120741,69,GROCERY,Private,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,2 LTR,Carbonated Soft Drinks
1120771,2024,GROCERY,National,COFFEE,REGULAR BEAN,11 OZ,Coffee
1120772,1251,GROCERY,National,CANNED JUICES,VEG JUICE (EXCEPT TOMATO) (OVE,64 OZ,Juice
1121043,2024,GROCERY,National,COFFEE,GROUND FLVR DECAF COFFEE,1.75 OZ,Coffee
1121335,69,GROCERY,Private,TEAS,TEA BAGS HERBAL & FLAVORED,20 CT,Tea
1121360,612,GROCERY,National,CANNED JUICES,CRANBERRY JUICE (50% AND UNDER,64 OZ,Juice
1121410,2000,GROCERY,National,WATER - CARBONATED/FLVRD DRINK,NON-CARB FLVRD DRNKNG/MNRL WAT,8 OZ,Carbonated Soft Drinks
1121471,2135,DELI,National,SERVICE BEVERAGE,SV BEV: BEV/JUICE 50-100% JUIC,32 OZ,Other Beverages
1121502,2,GROCERY,National,COFFEE,GROUND COFFEE,,Coffee
1121624,1647,GROCERY,National,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,2 LTR,Carbonated Soft Drinks
1121699,1005,GROCERY,National,CANNED JUICES,APPLE JUICE & CIDER (OVER 50%,11.5 OZ,Juice
1121768,2028,GROCERY,National,WATER - CARBONATED/FLVRD DRINK,SPRING WATER,8 OZ,Carbonated Soft Drinks
1121815,1988,NUTRITION,National,JUICE,NON-CARB JCE(OVER 50% JCE),32 OZ,Juice
1122255,5879,GROCERY,National,COFFEE,REGULAR BEAN,12 OZ,Coffee
1122358,69,GROCERY,Private,REFRGRATD JUICES/DRNKS,DAIRY CASE 100% PURE JUICE - O,1 GA,Juice
1123181,456,GROCERY,National,COFFEE,INSTANT COFFEE FLAVORED W/SWEE,16 OZ,Coffee
1123316,69,GROCERY,Private,COFFEE,REGULAR BEAN,12 OZ,Coffee
1123358,899,NUTRITION,National,JUICE,NON-CARB JCE(OVER 50% JCE),1.5 LTR,Juice
1123575,2135,GROCERY,National,CANNED JUICES,SV BEV: BEV/JUICE 50-100% JUIC,16OZ,Juice
1123621,869,GROCERY,National,TEAS,TEA BAGS HERBAL & FLAVORED,20 CT,Tea
1123971,69,GROCERY,Private,CANNED JUICES,CRANBERRY JUICE (50% AND UNDER,64 OZ,Juice
1124026,2292,GROCERY,National,WATER - CARBONATED/FLVRD DRINK,SPRING WATER,1 GAL,Carbonated Soft Drinks
1124081,693,GROCERY,National,COCOA MIXES,MALTED MLK/SYRUP/PWDRS (EGGNOG,24 OZ,Other Beverages
1124290,456,GROCERY,National,COFFEE,GROUND DECAFFINATED,11.5 OZ,Coffee
1124414,1046,GROCERY,National,COFFEE,INSTANT COFFEE FLAVORED W/SWEE,4.5 OZ,Coffee
1124440,869,GROCERY,National,TEAS,TEA BAGS HERBAL & FLAVORED,10 OZ,Tea
1124515,612,GROCERY,National,CANNED JUICES,GRAPEFRUIT JUICE (OVER 50% JUI,64 OZ,Juice
1124784,69,GROCERY,Private,SOFT DRINKS,SOFT DRINKS SINGLE CANS CARB (,12 OZ,Carbonated Soft Drinks
1125219,69,GROCERY,Private,CANNED JUICES,CRANAPPLE CRAN GRAPE JUICE (5,64 OZ,Juice
1125390,869,GROCERY,National,SOFT DRINKS,TEA UNSWEETENED,16 OZ,Carbonated Soft Drinks
1125553,436,GROCERY,National,CANNED JUICES,ASEPTIC PACK JUICE AND DRINKS,200 ML,Juice
1125800,693,GROCERY,National,COCOA MIXES,MALTED MLK/SYRUP/PWDRS (EGGNOG,22 OZ,Other Beverages
1125992,103,GROCERY,National,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,20 OZ,Carbonated Soft Drinks
1126465,1046,GROCERY,National,COFFEE,INSTANT COFFEE REGULAR,12 OZ,Coffee
1126711,1291,NUTRITION,National,NON-DAIRY BEVERAGES,MISC,,Other Beverages
1126830,69,GROCERY,Private,TEAS,TEA BAGS & BULK TEA,48 CT,Tea
1127097,69,GROCERY,Private,COFFEE,REGULAR BEAN,12 OZ,Coffee
1127289,5299,GROCERY,National,COFFEE,INSTANT COFFEE REGULAR,4 OZ,Coffee
1127610,1276,GROCERY,National,ISOTONIC DRINKS,ISOTONIC DRINKS POWDERED,18.4 OZ,Energy/Sports Drinks
1127716,103,GROCERY,National,SOFT DRINKS,SFT DRNK MLT-PK BTL CARB (EXCP,24 OZ,Carbonated Soft Drinks
1127857,170,GROCERY,National,CANNED JUICES,LEMON JUICE & LIME JUICE (OVER,32 OZ,Juice
1127994,69,GROCERY,Private,COFFEE,GROUND FLVR REG COFFEE,1.75 OZ,Coffee
1128177,1969,GROCERY,National,COFFEE,GROUND DECAFFINATED,11 OZ,Coffee
1128236,436,GROCERY,National,SOFT DRINKS,SOFT DRINK BOTTLE NON-CARB (EX,12 OZ,Carbonated Soft Drinks
1128237,1208,GROCERY,National,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,2 LTR,Carbonated Soft Drinks
1128480,2347,GROCERY,National,WATER - CARBONATED/FLVRD DRINK,JUICE (100% JUICE),18.5 OZ,Carbonated Soft Drinks
1128838,1333,GROCERY,National,COFFEE,GROUND COFFEE,11.5 OZ,Coffee
1128900,69,GROCERY,Private,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,2 LTR,Carbonated Soft Drinks
1129300,69,GROCERY,Private,COFFEE,GROUND COFFEE,11.5 OZ,Coffee
1129321,69,GROCERY,Private,CANNED JUICES,CRANBERRY JUICE (50% AND UNDER,64 OZ,Juice
1129376,69,GROCERY,Private,COFFEE,GROUND FLVR REG COFFEE,1.75 OZ,Coffee
1129449,69,GROCERY,Private,SOFT DRINKS,SOFT DRINKS 6PK/4PK CAN CARB (,12OZ,Carbonated Soft Drinks
1129728,69,GROCERY,Private,TEAS,TEA BAGS & BULK TEA,48 CT,Tea
1129734,869,GROCERY,National,TEAS,TEA BAGS HERBAL & FLAVORED,20 CT,Tea
1130263,2,GROCERY,National,SOFT DRINKS,SOFT DRINKS 20PK&24PK CAN CARB,12 OZ,Carbonated Soft Drinks
1130756,1046,GROCERY,National,COFFEE,INSTANT COFFEE FLAVORED NO SWE,10 OZ,Coffee
1130788,69,GROCERY,Private,CANNED JUICES,FRUIT DRINKS: CANNED & GLASS (,128 OZ,Juice
1131127,1175,GROCERY,National,TEAS,INSTANT TEA & TEA MIX,5 OZ,Tea
1131246,16,GROCERY,Private,COFFEE,NON DAIRY CREAMER: DRY,6 OZ,Coffee
1131343,693,GROCERY,National,COCOA MIXES,MALTED MLK/SYRUP/PWDRS (EGGNOG,22 OZ,Other Beverages
1131396,2201,GROCERY,National,TEAS,TEA BAGS HERBAL & FLAVORED,20 CT,Tea
1131400,2135,GROCERY,National,CANNED JUICES,SV BEV: BEV/JUICE 50-100% JUIC,16 OZ,Juice
1131529,1194,GROCERY,National,REFRGRATD JUICES/DRNKS,DAIRY CASE 100% PURE JUICE OTH,64 OZ,Juice
1131625,2224,GROCERY,National,SOFT DRINKS,SFT DRNK MLT-PK BTL CARB (EXCP,16.9 OZ,Carbonated Soft Drinks
1132107,5363,GROCERY,National,SOFT DRINKS,TEA SWEETENED,16 OZ,Carbonated Soft Drinks
1132131,2224,GROCERY,National,SOFT DRINKS,SOFT DRINKS 6PK/4PK CAN CARB (,12 OZ,Carbonated Soft Drinks
1132652,69,GROCERY,Private,TEAS,TEA BAGS & BULK TEA,48 CT,Tea
1132770,69,GROCERY,Private,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,2 LTR,Carbonated Soft Drinks
1132789,436,GROCERY,National,REFRGRATD JUICES/DRNKS,DAIRY CASE 100% PURE JUICE - O,64 OZ,Juice
1132956,2224,GROCERY,National,SOFT DRINKS,SFT DRNK MLT-PK BTL CARB (EXCP,24 OZ,Carbonated Soft Drinks
1133101,1046,GROCERY,National,COFFEE,GROUND COFFEE,11.5 OZ,Coffee
1133311,658,NUTRITION,National,DRY TEA/COFFEE/COCO MIX,TEA BAGS (SUPPLEMENT),18 OZ,Tea
1133448,2292,GROCERY,National,WATER - CARBONATED/FLVRD DRINK,SPRING WATER,1 LTR,Carbonated Soft Drinks
1133536,1046,GROCERY,National,COFFEE,INSTANT COFFEE FLAVORED W/SWEE,8 OZ,Coffee
1133745,456,GROCERY,National,COFFEE,GROUND COFFEE,29.2 OZ,Coffee
1134006,1208,GROCERY,National,SOFT DRINKS,SFT DRNK MLT-PK BTL CARB (EXCP,8 OZ,Carbonated Soft Drinks
1134199,960,NUTRITION,National,NON-DAIRY BEVERAGES,MISC,32 OZ,Other Beverages
1134270,1046,GROCERY,National,COFFEE,INSTANT COFFEE FLAVORED W/SWEE,10 OZ,Coffee
1134813,869,GROCERY,National,TEAS,TEA BAGS HERBAL & FLAVORED,18 CT,Tea
1134942,5156,GROCERY,National,SOFT DRINKS,TEA SWEETENED,128 OZ,Carbonated Soft Drinks
1135045,69,GROCERY,Private,COFFEE,FLAVORED BEAN COFFEE,12 OZ,Coffee
1135184,212,GROCERY,National,SOFT DRINKS,MIXERS(TONIC WTR/GNGR ALE)FLAV,20 OZ,Carbonated Soft Drinks
1135195,1276,GROCERY,National,WATER - CARBONATED/FLVRD DRINK,NON-CARB FLVRD DRNKNG/MNRL WAT,101.4 OZ,Carbonated Soft Drinks
1135219,69,GROCERY,Private,COFFEE,INSTANT COFFEE REGULAR,,Coffee
1135634,531,GROCERY,National,COCOA MIXES,MALTED MLK/SYRUP/PWDRS (EGGNOG,10.9 OZ,Other Beverages
1135706,2105,NUTRITION,National,NDAIRY/TEAS/JUICE/SOD,JUICE (UNDER 10% JUICE),16 OZ,Other Beverages
1135768,1276,GROCERY,National,ISOTONIC DRINKS,ISOTONIC DRINKS SINGLE SERVE,32 OZ,Energy/Sports Drinks
1135822,69,GROCERY,Private,CANNED JUICES,CRANAPPLE CRAN GRAPE JUICE (5,64 OZ,Juice
1135868,1208,GROCERY,National,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,20 OZ,Carbonated Soft Drinks
1136075,1046,GROCERY,National,COFFEE,INSTANT COFFEE FLAVORED NO SWE,3.9 OZ,Coffee
1136171,103,GROCERY,National,SOFT DRINKS,SFT DRNK MLT-PK BTL CARB (EXCP,24 OZ,Carbonated Soft Drinks
1136241,103,GROCERY,National,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,12 OZ,Carbonated Soft Drinks
1136341,456,GROCERY,National,COFFEE,INSTANT COFFEE FLAVORED W/SWEE,16 OZ,Coffee
1136590,1988,NUTRITION,National,BEVERAGE,CAN/BTL BEVERAGE,12 OZ,Other Beverages
1136657,1276,GROCERY,National,ISOTONIC DRINKS,ISOTONIC DRINKS MULTI-SERVE,128 OZ,Energy/Sports Drinks
1136666,1208,GROCERY,National,ISOTONIC DRINKS,ISOTONIC DRINKS SINGLE SERVE,32 OZ,Energy/Sports Drinks
1136755,69,GROCERY,Private,SOFT DRINKS,SOFT DRINKS 20PK&24PK CAN CARB,24 PK,Carbonated Soft Drinks
1136800,2201,GROCERY,National,TEAS,TEA BAGS HERBAL & FLAVORED,20 CT,Tea
1136896,1276,GROCERY,National,ISOTONIC DRINKS,ISOTONIC DRINKS SINGLE SERVE,32 OZ,Energy/Sports Drinks
1136948,1988,NUTRITION,National,JUICE,NON-CARB JCE(OVER 50% JCE),32 OZ,Juice
1136951,2,GROCERY,National,SOFT DRINKS,SOFT DRINKS 20PK&24PK CAN CARB,20 OZ,Carbonated Soft Drinks
1136986,869,GROCERY,National,TEAS,TEA BAGS HERBAL & FLAVORED,20 CT,Tea
1137346,103,GROCERY,National,SOFT DRINKS,SOFT DRINKS 20PK&24PK CAN CARB,12 OZ,Carbonated Soft Drinks
1137507,531,GROCERY,National,CANNED JUICES,BLENDED JUICE&COMBINATIONS (OV,64 OZ,Juice
1137847,69,NUTRITION,Private,NON-DAIRY BEVERAGES,SOY BEVERAGE,32 OZ,Other Beverages
1137891,531,GROCERY,National,TEAS,INSTANT TEA & TEA MIX (W/SUGAR,16 OZ,Tea
1138081,1437,GROCERY,National,TEAS,TEA BAGS HERBAL & FLAVORED,20 CT,Tea
1138187,436,GROCERY,National,CANNED JUICES,ASEPTIC PACK JUICE AND DRINKS,200 ML,Juice
1138189,1208,GROCERY,National,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,20 OZ,Carbonated Soft Drinks
1138212,2434,GROCERY,National,REFRGRATD JUICES/DRNKS,DAIRY CASE TEA WITH SUGAR OR S,64 OZ,Juice
1138292,69,GROCERY,Private,SOFT DRINKS,SOFT DRINKS 20PK&24PK CAN CARB,24 PK,Carbonated Soft Drinks
1138352,2201,GROCERY,National,TEAS,TEA BAGS HERBAL & FLAVORED,20 CT,Tea
1138353,69,GROCERY,Private,COFFEE,GROUND COFFEE,11.5 OZ,Coffee
1138395,103,GROCERY,National,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,12 OZ,Carbonated Soft Drinks
1138682,456,GROCERY,National,COFFEE,GROUND COFFEE,27.8 OZ,Coffee
1138826,2733,GROCERY,National,SOFT DRINKS,SFT DRNK MLT-PK BTL CARB (EXCP,12 OZ,Carbonated Soft Drinks
1139192,69,GROCERY,Private,SOFT DRINKS,SOFT DRINKS SINGLE CANS CARB (,12 OZ,Carbonated Soft Drinks
1139597,1988,NUTRITION,National,JUICE,DRINKS - CARB JUICE (OVER 50%,750 ML,Juice
1139685,2733,GROCERY,National,SOFT DRINKS,SFT DRNK MLT-PK BTL CARB (EXCP,12 OZ,Carbonated Soft Drinks
1139786,1276,GROCERY,National,ISOTONIC DRINKS,ISOTONIC DRINKS SINGLE SERVE,20 OZ,Energy/Sports Drinks
1140100,1208,GROCERY,National,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,2 LTR*,Carbonated Soft Drinks
1140306,1194,GROCERY,National,REFRGRATD JUICES/DRNKS,DAIRY CASE 100% PURE JUICE - O,89 OZ,Juice
1140726,69,GROCERY,Private,CANNED JUICES,CRANBERRY JUICE (50% AND UNDER,64 OZ,Juice
1143187,69,GROCERY,Private,SOFT DRINKS,SOFT DRINKS 6PK/4PK CAN CARB (,6 PK,Carbonated Soft Drinks
1143473,2224,GROCERY,National,SOFT DRINKS,SFT DRNK SNGL SRV BTL CARB (EX,20 OZ,Carbonated Soft Drinks
1143975,531,GROCERY,National,CANNED JUICES,BLENDED JUICE&COMBINATIONS (OV,64 OZ,Juice
1143983,5149,GROCERY,National,SOFT DRINKS,ENERGY DRINK,4/8.3 OZ,Carbonated Soft Drinks
1144192,1208,GROCERY,National,SOFT DRINKS,SOFT DRINKS 12/18&15PK CAN CAR,12 OZ,Carbonated Soft Drinks
1147902,5744,NUTRITION,National,BEVERAGE,ENERGY DRINK,8.3 OZ,Other Beverages
1148392,945,GROCERY,National,WATER - CARBONATED/FLVRD DRINK,CARBONATED WATER - UNFLAVORED,25.3 OZ,Carbonated Soft Drinks
1149843,2044,GROCERY,National,CANNED JUICES,BLENDED JUICE&COMBINATIONS (OV,64 OZ,Juice
1150723,1208,GROCERY,National,SOFT DRINKS,SFT DRNK 2 LITER BTL CARB INCL,2 LTR*,Carbonated Soft Drinks
