product_id,total_revenue,units_sold,avg_selling_price,promo_revenue,non_promo_revenue,promo_units,non_promo_units,promo_weeks,non_promo_weeks,promo_velocity,non_promo_velocity,promotion_lift,beverage_category,category_avg_lift,lift_index_vs_category
1054539,549.49,206,2.695810055865922,529.01,20.48,199,7,71,5,2.8028169014084505,1.4,2.0020120724346078,Juice,1.520044946049398,1.317074259967012
1054567,576.95,151,3.8595104895104893,576.9499999999999,0.0,151,0,74,0,2.0405405405405403,0.0,,Juice,1.520044946049398,
1054593,25.01,9,2.778888888888889,2.69,22.32,1,8,1,8,1.0,1.0,1.0,Tea,1.2953467409932147,0.771994067961482
1054654,188.29,135,1.3982828282828283,100.42999999999996,87.86,79,56,34,28,2.323529411764706,2.0,1.161764705882353,Juice,1.520044946049398,0.7642962853840496
1054851,50.900000000000006,10,5.090000000000001,50.900000000000006,0.0,10,0,8,0,1.25,0.0,,Coffee,1.311586973965421,
1054889,62.75,55,1.153888888888889,0.0,62.75000000000001,0,55,0,30,0.0,1.8333333333333333,0.0,Carbonated Soft Drinks,1.8416478312836793,0.0
1055194,24.240000000000002,8,3.0300000000000002,6.78,17.46,2,6,2,6,1.0,1.0,1.0,Coffee,1.311586973965421,0.7624351414352826
1055362,1.0499999999999998,3,0.35,0.0,1.0499999999999998,0,3,0,2,0.0,1.5,0.0,Carbonated Soft Drinks,1.8416478312836793,0.0
1055596,19.740000000000002,6,3.2900000000000005,0.0,19.74,0,6,0,5,0.0,1.2,0.0,Carbonated Soft Drinks,1.8416478312836793,0.0
1056005,1028.8600000000001,166,6.235465838509317,632.5500000000001,396.31,111,55,40,31,2.775,1.7741935483870968,1.564090909090909,Coffee,1.311586973965421,1.192517873490367
1056163,12.75,5,2.55,0.0,12.75,0,5,0,5,0.0,1.0,0.0,Tea,1.2953467409932147,0.0
1056380,9.79,18,0.5607692307692308,8.5,1.29,17,1,8,1,2.125,1.0,2.125,Carbonated Soft Drinks,1.8416478312836793,1.1538579547637056
1056573,134.99,21,6.4280952380952385,11.98,123.00999999999999,2,19,2,15,1.0,1.2666666666666666,0.7894736842105263,Coffee,1.311586973965421,0.6019224800804863
1056621,207.20000000000002,58,3.5724137931034488,135.38,71.82,40,18,30,14,1.3333333333333333,1.2857142857142858,1.037037037037037,Energy/Sports Drinks,1.4467617422146801,0.7167987698164848
1056651,1339.97,1509,0.887157622739018,34.15,1305.8200000000002,41,1468,27,98,1.5185185185185186,14.979591836734693,0.10137248965586841,Carbonated Soft Drinks,1.8416478312836793,0.0550444487452354
1056740,317.59000000000003,41,7.74,157.79000000000002,159.8,21,20,16,17,1.3125,1.1764705882352942,1.1156249999999999,Coffee,1.311586973965421,0.850591704663737
1056891,10.48,3,3.4933333333333336,2.5,7.98,1,2,1,2,1.0,1.0,1.0,Juice,1.520044946049398,0.6578752836217135
1057046,11.25,9,1.25,1.25,10.0,1,8,1,8,1.0,1.0,1.0,Coffee,1.311586973965421,0.7624351414352826
1057315,298.56,171,1.7469999999999999,151.64,146.92000000000002,93,78,39,39,2.3846153846153846,2.0,1.1923076923076923,Other Beverages,1.592246006372412,0.7488212798373458
1057749,1226.85,165,7.4265384615384615,489.37,737.4800000000001,73,92,33,57,2.212121212121212,1.6140350877192982,1.3705533596837944,Carbonated Soft Drinks,1.8416478312836793,0.744199480705538
1057784,1.0,1,1.0,0.0,1.0,0,1,0,1,0.0,1.0,0.0,Energy/Sports Drinks,1.4467617422146801,0.0
1058026,235.68,32,7.321034482758621,235.68,0.0,32,0,26,0,1.2307692307692308,0.0,,Coffee,1.311586973965421,
1058046,13.760000000000002,5,2.7520000000000002,4.79,8.97,2,3,2,3,1.0,1.0,1.0,Tea,1.2953467409932147,0.771994067961482
1058269,0.86,2,0.43,0.0,0.86,0,2,0,2,0.0,1.0,0.0,Carbonated Soft Drinks,1.8416478312836793,0.0
1058554,436.89,449,0.9762804878048781,156.67000000000002,280.22,172,277,38,54,4.526315789473684,5.12962962962963,0.8823864715941477,Energy/Sports Drinks,1.4467617422146801,0.609904482436344
1058555,22.45,9,2.55625,8.0,14.450000000000001,4,5,3,5,1.3333333333333333,1.0,1.3333333333333333,Tea,1.2953467409932147,1.0293254239486427
1058748,1.59,1,1.59,0.0,1.59,0,1,0,1,0.0,1.0,0.0,Carbonated Soft Drinks,1.8416478312836793,0.0
1058983,6.04,6,1.0066666666666666,0.0,6.04,0,6,0,6,0.0,1.0,0.0,Juice,1.520044946049398,0.0
1059137,3.01,7,0.43,0.0,3.0100000000000002,0,7,0,6,0.0,1.1666666666666667,0.0,Carbonated Soft Drinks,1.8416478312836793,0.0
1059763,167.52,180,0.9424299065420562,81.77,85.75000000000001,93,87,27,37,3.4444444444444446,2.3513513513513513,1.4648786717752236,Carbonated Soft Drinks,1.8416478312836793,0.7954173685607214
1059820,159.29,59,2.7757407407407406,111.32,47.96999999999999,46,13,25,8,1.84,1.625,1.1323076923076925,Juice,1.520044946049398,0.7449172442239711
1060099,4.95,5,0.99,0.0,4.95,0,5,0,4,0.0,1.25,0.0,Carbonated Soft Drinks,1.8416478312836793,0.0
1060279,28.009999999999998,22,1.303157894736842,25.42,2.59,21,1,11,1,1.9090909090909092,1.0,1.9090909090909092,Juice,1.520044946049398,1.2559437232778168
1060441,2.98,2,1.49,0.0,2.98,0,2,0,2,0.0,1.0,0.0,Coffee,1.311586973965421,0.0
1060609,78.23,29,2.7122222222222225,64.07000000000001,14.16,25,4,19,4,1.3157894736842106,1.0,1.3157894736842106,Juice,1.520044946049398,0.8656253731864653
1061334,183.51000000000002,49,3.7465957446808513,89.8,93.71000000000001,25,24,16,22,1.5625,1.0909090909090908,1.4322916666666667,Carbonated Soft Drinks,1.8416478312836793,0.7777228861765173
1061355,2.99,1,2.99,0.0,2.99,0,1,0,1,0.0,1.0,0.0,Juice,1.520044946049398,0.0
1062095,173.66,83,2.093375,92.12,81.54,47,36,37,24,1.2702702702702702,1.5,0.8468468468468467,Tea,1.2953467409932147,0.6537607422376513
1062425,62.059999999999995,108,0.5751612903225806,21.46,40.60000000000001,38,70,18,32,2.111111111111111,2.1875,0.9650793650793651,Carbonated Soft Drinks,1.8416478312836793,0.5240303540588855
1062583,11.27,3,3.7566666666666664,6.98,4.29,2,1,2,1,1.0,1.0,1.0,Tea,1.2953467409932147,0.771994067961482
1062728,63.38,60,1.0551020408163265,16.51,46.87000000000001,17,43,12,26,1.4166666666666667,1.6538461538461537,0.8565891472868218,Water,2.625169268541402,0.3262986343592085
1062780,30.23,11,2.6950000000000003,10.0,20.23,4,7,3,4,1.3333333333333333,1.75,0.7619047619047619,Juice,1.520044946049398,0.5012383113308293
1062869,82.44,92,0.9118571428571428,40.05,42.39,45,47,20,24,2.25,1.9583333333333333,1.148936170212766,Carbonated Soft Drinks,1.8416478312836793,0.6238631244779985
1063090,4.84,3,1.6133333333333333,2.06,2.7800000000000002,1,2,1,2,1.0,1.0,1.0,Water,2.625169268541402,0.38092781748722077
1063108,38.22,35,1.1075757575757577,12.419999999999998,25.799999999999997,15,20,10,20,1.5,1.0,1.5,Carbonated Soft Drinks,1.8416478312836793,0.814487968068498
1063112,58.370000000000005,13,4.49,4.49,53.88000000000001,1,12,1,9,1.0,1.3333333333333333,0.75,Coffee,1.311586973965421,0.5718263560764619
1063175,74.45,97,0.7490384615384615,57.01,17.439999999999998,63,34,9,16,7.0,2.125,3.2941176470588234,Carbonated Soft Drinks,1.8416478312836793,1.7886794592876818
1063359,24.75,77,0.3215789473684211,22.910000000000004,1.84,73,4,17,4,4.294117647058823,1.0,4.294117647058823,Carbonated Soft Drinks,1.8416478312836793,2.331671438000014
1063398,4.58,5,0.916,0.0,4.58,0,5,0,5,0.0,1.0,0.0,Coffee,1.311586973965421,0.0
1063855,224.35,79,2.830461538461538,80.28999999999999,144.06,31,48,16,28,1.9375,1.7142857142857142,1.1302083333333335,Carbonated Soft Drinks,1.8416478312836793,0.6136940592738337
1063868,87.31,34,2.5721875,62.2,25.11,25,9,14,5,1.7857142857142858,1.8,0.9920634920634921,Other Beverages,1.592246006372412,0.623059180612231
1064086,125.66000000000001,35,3.6376470588235295,38.38,87.28000000000002,13,22,4,10,3.25,2.2,1.477272727272727,Other Beverages,1.592246006372412,0.9277917616753037
1064868,12.58,6,2.0966666666666667,10.29,2.29,5,1,4,1,1.25,1.0,1.25,Other Beverages,1.592246006372412,0.785054567571411
1064892,189.35999999999999,323,0.5857591623036649,20.29,169.07,35,288,13,69,2.6923076923076925,4.173913043478261,0.6450320512820513,Carbonated Soft Drinks,1.8416478312836793,0.3502472298585155
1065129,199.94000000000003,66,3.031269841269842,189.47000000000003,10.47,63,3,41,3,1.5365853658536586,1.0,1.5365853658536586,Energy/Sports Drinks,1.4467617422146801,1.062085982106133
1065268,5.949999999999999,5,1.19,0.0,5.949999999999999,0,5,0,3,0.0,1.6666666666666667,0.0,Carbonated Soft Drinks,1.8416478312836793,0.0
1065823,60.7,10,6.07,0.0,60.7,0,10,0,9,0.0,1.1111111111111112,0.0,Coffee,1.311586973965421,0.0
1065941,290.88,159,1.830413870246085,119.43,171.45,68,91,29,41,2.3448275862068964,2.2195121951219514,1.0564607805987114,Juice,1.520044946049398,0.6950194356715941
1065985,22.34,7,3.1914285714285713,12.07,10.27,4,3,4,3,1.0,1.0,1.0,Tea,1.2953467409932147,0.771994067961482
1065990,87.15,35,2.49,0.0,87.15,0,35,0,16,0.0,2.1875,0.0,Carbonated Soft Drinks,1.8416478312836793,0.0
1066049,20.22,9,2.2466666666666666,2.0,18.22,1,8,1,6,1.0,1.3333333333333333,0.75,Juice,1.520044946049398,0.49340646271628513
1066462,18.36,17,1.0685,18.36,0.0,17,0,7,0,2.4285714285714284,0.0,,Carbonated Soft Drinks,1.8416478312836793,
1066469,37.35,18,2.1259375,37.35,0.0,18,0,10,0,1.8,0.0,,Juice,1.520044946049398,
1066480,62.73,37,1.7127272727272727,6.949999999999999,55.779999999999994,5,32,2,20,2.5,1.6,1.5625,Juice,1.520044946049398,1.0279301306589275
1066656,35.65,19,1.889230769230769,31.27,4.38,17,2,9,2,1.8888888888888888,1.0,1.8888888888888888,Other Beverages,1.592246006372412,1.1863046798856878
1066796,132.25,66,2.0124642857142856,132.25,0.0,66,0,36,0,1.8333333333333333,0.0,,Juice,1.520044946049398,
1066893,371.74,195,1.9210675381263618,187.60999999999999,184.13,103,92,46,39,2.239130434782609,2.358974358974359,0.9491965973534973,Carbonated Soft Drinks,1.8416478312836793,0.5154061385839882
1067137,9.99,1,9.99,0.0,9.99,0,1,0,1,0.0,1.0,0.0,Carbonated Soft Drinks,1.8416478312836793,0.0
1067384,24.32,71,0.3470967741935484,4.28,20.040000000000003,13,58,8,20,1.625,2.9,0.560344827586207,Other Beverages,1.592246006372412,0.3519210130492532
1067391,109.45,35,3.1112121212121213,55.410000000000004,54.04,19,16,18,12,1.0555555555555556,1.3333333333333333,0.7916666666666667,Juice,1.520044946049398,0.5208179328671899
1067580,22.77,10,2.277,16.79,5.98,8,2,8,2,1.0,1.0,1.0,Tea,1.2953467409932147,0.771994067961482
1067667,45.49,45,1.0144117647058823,43.49,2.0,43,2,2,1,21.5,2.0,10.75,Carbonated Soft Drinks,1.8416478312836793,5.837163771157569
1067695,2373.1,717,3.2916591397691852,2237.32,135.78,685,32,93,11,7.365591397849462,2.909090909090909,2.5319220430107525,Carbonated Soft Drinks,1.8416478312836793,1.3748133600797787
1067847,103.91,34,3.0746666666666664,94.03,9.879999999999999,32,2,18,2,1.7777777777777777,1.0,1.7777777777777777,Carbonated Soft Drinks,1.8416478312836793,0.965319073266368
1067895,30.560000000000002,4,7.640000000000001,22.57,7.99,3,1,3,1,1.0,1.0,1.0,Coffee,1.311586973965421,0.7624351414352826
1067971,34.24,16,2.132857142857143,4.18,30.059999999999995,2,14,2,11,1.0,1.2727272727272727,0.7857142857142857,Other Beverages,1.592246006372412,0.4934628710448869
1068447,52.04,51,1.0181250000000002,4.0,48.040000000000006,5,46,4,33,1.25,1.393939393939394,0.8967391304347826,Other Beverages,1.592246006372412,0.5631913202142731
1068517,59.9,97,0.6149295774647888,24.099999999999994,35.8,41,56,18,32,2.2777777777777777,1.75,1.3015873015873016,Carbonated Soft Drinks,1.8416478312836793,0.7067514643557338
1068669,218.76999999999998,150,1.5283333333333333,136.08,82.69,109,41,31,26,3.5161290322580645,1.5769230769230769,2.2297403619197484,Coffee,1.311586973965421,1.7000324082042417
1068818,63.35,73,0.8951428571428571,59.81,3.54,62,11,8,6,7.75,1.8333333333333333,4.2272727272727275,Carbonated Soft Drinks,1.8416478312836793,2.2953751827384945
1069051,0.7,2,0.35,0.0,0.7,0,2,0,2,0.0,1.0,0.0,Carbonated Soft Drinks,1.8416478312836793,0.0
1069103,167.5,50,3.348695652173913,45.44000000000001,122.06000000000003,16,34,10,22,1.6,1.5454545454545454,1.035294117647059,Carbonated Soft Drinks,1.8416478312836793,0.5621564014904143
1069175,247.70000000000002,228,1.1011428571428572,67.05000000000001,180.64999999999998,87,141,24,66,3.625,2.1363636363636362,1.696808510638298,Carbonated Soft Drinks,1.8416478312836793,0.9213534106874145
1069183,27.71,19,1.4566666666666666,8.34,19.369999999999997,6,13,3,10,2.0,1.3,1.5384615384615383,Coffee,1.311586973965421,1.1729771406696654
1069538,311.02,118,2.6305405405405407,8.07,302.94999999999993,3,115,3,64,1.0,1.796875,0.5565217391304348,Juice,1.520044946049398,0.366121896972084
1069943,1.99,1,1.99,0.0,1.99,0,1,0,1,0.0,1.0,0.0,Carbonated Soft Drinks,1.8416478312836793,0.0
1070015,2411.38,2412,1.000826359832636,179.78000000000003,2231.6000000000004,189,2223,67,101,2.8208955223880596,22.00990099009901,0.1281648437972083,Juice,1.520044946049398,0.08431648296342102
1070140,41.91,29,1.4566666666666666,18.07,23.839999999999993,13,16,6,11,2.1666666666666665,1.4545454545454546,1.4895833333333333,Coffee,1.311586973965421,1.1357106794296397
1070180,21.4,10,2.1344444444444446,3.88,17.52,2,8,2,6,1.0,1.3333333333333333,0.75,Juice,1.520044946049398,0.49340646271628513
1070413,15.26,4,3.815,2.99,12.27,1,3,1,3,1.0,1.0,1.0,Tea,1.2953467409932147,0.771994067961482
1070665,97.17,13,7.474615384615385,63.21,33.96,9,4,9,4,1.0,1.0,1.0,Coffee,1.311586973965421,0.7624351414352826
1070803,527.27,263,2.0072511848341232,9.95,517.3199999999999,5,258,3,91,1.6666666666666667,2.8351648351648353,0.5878552971576227,Carbonated Soft Drinks,1.8416478312836793,0.3192007110001435
1070908,11.98,5,2.396,6.0,5.98,3,2,3,2,1.0,1.0,1.0,Juice,1.520044946049398,0.6578752836217135
1070956,8.5,17,0.5,3.5,5.0,7,10,2,3,3.5,3.3333333333333335,1.05,Carbonated Soft Drinks,1.8416478312836793,0.5701415776479486
1071067,6.87,3,2.29,0.0,6.87,0,3,0,3,0.0,1.0,0.0,Tea,1.2953467409932147,0.0
1071195,13.27,13,1.0207692307692307,5.53,7.74,7,6,3,6,2.3333333333333335,1.0,2.3333333333333335,Carbonated Soft Drinks,1.8416478312836793,1.2669812836621082
1071214,23.58,34,0.715,14.68,8.899999999999999,24,10,12,7,2.0,1.4285714285714286,1.4,Water,2.625169268541402,0.533298944482109
1071343,279.99,109,2.626818181818182,232.03,47.959999999999994,95,14,47,12,2.021276595744681,1.1666666666666667,1.7325227963525835,Juice,1.520044946049398,1.13978392603154
1071440,115.02000000000001,38,3.026842105263158,94.88000000000001,20.14,32,6,29,6,1.103448275862069,1.0,1.103448275862069,Tea,1.2953467409932147,0.8518555232678422
1071570,1.78,2,0.89,1.78,0.0,2,0,2,0,1.0,0.0,,Other Beverages,1.592246006372412,
1071671,83.88,23,3.6469565217391304,81.17999999999999,2.7,22,1,17,1,1.2941176470588236,1.0,1.2941176470588236,Juice,1.520044946049398,0.8513680140986881
1072068,16.259999999999998,12,1.355,3.75,12.51,3,9,2,6,1.5,1.5,1.0,Carbonated Soft Drinks,1.8416478312836793,0.5429919787123321
1072437,205.75,72,2.842769230769231,130.26,75.49000000000001,51,21,24,17,2.125,1.2352941176470589,1.7202380952380951,Juice,1.520044946049398,1.1317021248016381
1072538,155.84,16,9.74,5.99,149.85,1,15,1,15,1.0,1.0,1.0,Carbonated Soft Drinks,1.8416478312836793,0.5429919787123321
1072693,548.34,181,3.0315254237288136,361.7900000000002,186.55,121,60,46,42,2.630434782608696,1.4285714285714286,1.841304347826087,Coffee,1.311586973965421,1.4038751408601835
1073120,206.56,74,2.785833333333333,75.0,131.56,30,44,15,23,2.0,1.9130434782608696,1.0454545454545454,Carbonated Soft Drinks,1.8416478312836793,0.5676734322901653
1073150,763.01,712,1.0720666666666667,564.35,198.66,558,154,72,27,7.75,5.703703703703703,1.3587662337662338,Carbonated Soft Drinks,1.8416478312836793,0.7377991658802304
1073886,48.16,24,2.0300000000000002,0.0,48.16,0,24,0,19,0.0,1.263157894736842,0.0,Juice,1.520044946049398,0.0
1074014,40.1,35,1.146969696969697,37.32,2.78,33,2,24,1,1.375,2.0,0.6875,Carbonated Soft Drinks,1.8416478312836793,0.3733069853647283
1074271,313.24,291,1.0669469026548672,302.12,11.120000000000001,283,8,69,3,4.101449275362318,2.6666666666666665,1.5380434782608694,Carbonated Soft Drinks,1.8416478312836793,0.8351452716064671
1074274,53.300000000000004,10,5.33,46.71,6.59,9,1,8,1,1.125,1.0,1.125,Coffee,1.311586973965421,0.857739534114693
1074524,1198.08,1073,1.116805752003772,1163.33,34.75,1048,25,95,5,11.031578947368422,5.0,2.2063157894736842,Carbonated Soft Drinks,1.8416478312836793,1.1980117761905769
1074530,59.61,54,1.1089655172413795,31.23,28.379999999999995,32,22,7,12,4.571428571428571,1.8333333333333333,2.4935064935064934,Carbonated Soft Drinks,1.8416478312836793,1.3539540248411395
1074544,84.69,71,1.238,34.65,50.040000000000006,35,36,13,28,2.6923076923076925,1.2857142857142858,2.094017094017094,Carbonated Soft Drinks,1.8416478312836793,1.1370344853377894
1074570,0.5,2,0.25,0.0,0.5,0,2,0,2,0.0,1.0,0.0,Carbonated Soft Drinks,1.8416478312836793,0.0
1074765,21.52,9,2.4200000000000004,18.529999999999998,2.99,8,1,3,1,2.6666666666666665,1.0,2.6666666666666665,Juice,1.520044946049398,1.7543340896579027
1075682,122.44,34,3.5931034482758624,98.5,23.940000000000005,28,6,20,5,1.4,1.2,1.1666666666666667,Energy/Sports Drinks,1.4467617422146801,0.8063986160435455
1075796,228.21,69,3.3259375,191.39999999999992,36.81,60,9,39,5,1.5384615384615385,1.8,0.8547008547008548,Juice,1.520044946049398,0.5622865671980458
1076199,482.55,145,3.324782608695652,0.0,482.54999999999995,0,145,0,71,0.0,2.0422535211267605,0.0,Juice,1.520044946049398,0.0
1076335,10.379999999999999,3,3.4599999999999995,3.0,7.38,1,2,1,2,1.0,1.0,1.0,Other Beverages,1.592246006372412,0.6280436540571288
1076467,159.44,143,1.1586818181818181,152.68,6.760000000000001,139,4,60,4,2.316666666666667,1.0,2.316666666666667,Carbonated Soft Drinks,1.8416478312836793,1.257931417350236
1076580,709.57,258,2.794810231023102,645.0799999999999,64.49,237,21,74,11,3.2027027027027026,1.9090909090909092,1.6776061776061775,Juice,1.520044946049398,1.1036556398982027
1076875,1231.26,1073,1.1550067621320605,1203.6299999999999,27.630000000000003,1056,17,98,3,10.775510204081632,5.666666666666667,1.9015606242496996,Carbonated Soft Drinks,1.8416478312836793,1.0325321660028017
1077103,94.0,94,1.0,90.0,4.0,90,4,3,1,30.0,4.0,7.5,Carbonated Soft Drinks,1.8416478312836793,4.07243984034249
1077512,170.51000000000002,49,3.4793617021276595,27.42,143.09000000000003,8,41,7,35,1.1428571428571428,1.1714285714285715,0.9756097560975608,Tea,1.2953467409932147,0.7531649443526652
1077535,77.4,10,7.74,45.44,31.96,6,4,5,4,1.2,1.0,1.2,Coffee,1.311586973965421,0.9149221697223391
1077553,14.66,4,3.665,3.59,11.07,1,3,1,3,1.0,1.0,1.0,Tea,1.2953467409932147,0.771994067961482
1077556,6.949999999999999,5,1.39,0.0,6.949999999999999,0,5,0,5,0.0,1.0,0.0,Carbonated Soft Drinks,1.8416478312836793,0.0
1077761,3.99,1,3.99,0.0,3.99,0,1,0,1,0.0,1.0,0.0,Tea,1.2953467409932147,0.0
1077975,1126.66,1139,0.9892096505823627,1.23,1125.43,2,1137,1,96,2.0,11.84375,0.16886543535620052,Carbonated Soft Drinks,1.8416478312836793,0.09169257688018272
1078118,92.28999999999999,71,1.2976923076923075,20.009999999999994,72.28,19,52,11,29,1.7272727272727273,1.793103448275862,0.9632867132867133,Carbonated Soft Drinks,1.8416478312836793,0.5230569585148513
1078233,3.0,3,1.0,3.0,0.0,3,0,2,0,1.5,0.0,,Carbonated Soft Drinks,1.8416478312836793,
1078241,14.98,7,2.14,11.99,2.99,6,1,6,1,1.0,1.0,1.0,Tea,1.2953467409932147,0.771994067961482
1078438,95.78,29,3.4844999999999997,68.24,27.54,23,6,13,5,1.7692307692307692,1.2,1.4743589743589745,Carbonated Soft Drinks,1.8416478312836793,0.800565096819464
1078913,25.759999999999998,14,1.8438461538461537,0.0,25.76,0,14,0,11,0.0,1.2727272727272727,0.0,Carbonated Soft Drinks,1.8416478312836793,0.0
1079449,42.49,11,3.87,26.130000000000003,16.36,7,4,5,4,1.4,1.0,1.4,Tea,1.2953467409932147,1.0807916951460748
1079724,252.58,84,3.0229113924050632,41.5,211.07999999999993,18,66,9,46,2.0,1.434782608695652,1.393939393939394,Juice,1.520044946049398,0.9170382741393583
1079977,72.61,29,2.5528,36.730000000000004,35.88000000000001,17,12,12,12,1.4166666666666667,1.0,1.4166666666666667,Tea,1.2953467409932147,1.093658262945433
1080116,31.73,7,4.532857142857143,11.97,19.759999999999998,3,4,3,4,1.0,1.0,1.0,Juice,1.520044946049398,0.6578752836217135
1080267,181.17000000000002,38,4.767631578947369,22.7,158.47000000000003,5,33,5,28,1.0,1.1785714285714286,0.8484848484848485,Coffee,1.311586973965421,0.6469146654602398
1080550,6.32,8,0.79,0.0,6.32,0,8,0,7,0.0,1.1428571428571428,0.0,Carbonated Soft Drinks,1.8416478312836793,0.0
1080677,399.63,103,3.892962962962963,114.22,285.4100000000001,32,71,19,41,1.6842105263157894,1.7317073170731707,0.9725722757598221,Carbonated Soft Drinks,1.8416478312836793,0.5280989444555816
1080782,10.49,1,10.49,0.0,10.49,0,1,0,1,0.0,1.0,0.0,Coffee,1.311586973965421,0.0
1080867,297.29,123,2.4836585365853656,6.99,290.3,3,120,1,33,3.0,3.6363636363636362,0.8250000000000001,Juice,1.520044946049398,0.5427471089879137
1081029,108.04,104,1.0612121212121213,98.5,9.540000000000001,98,6,23,5,4.260869565217392,1.2,3.5507246376811596,Juice,1.520044946049398,2.3359339780770987
1081213,199.76,34,5.875294117647059,5.39,194.36999999999998,1,33,1,30,1.0,1.1,0.9090909090909091,Coffee,1.311586973965421,0.6931228558502569
1082026,10.67,4,2.6675,2.0,8.67,1,3,1,3,1.0,1.0,1.0,Tea,1.2953467409932147,0.771994067961482
1082111,21.89,11,1.99,0.0,21.889999999999997,0,11,0,11,0.0,1.0,0.0,Energy/Sports Drinks,1.4467617422146801,0.0
1082243,10.93,7,1.5614285714285714,0.0,10.93,0,7,0,7,0.0,1.0,0.0,Juice,1.520044946049398,0.0
1082268,99.64,26,3.8522000000000003,39.690000000000005,59.95000000000001,11,15,10,14,1.1,1.0714285714285714,1.0266666666666668,Carbonated Soft Drinks,1.8416478312836793,0.5574717648113277
1082310,670.31,523,1.312629716981132,531.01,139.30000000000004,445,78,73,30,6.095890410958904,2.6,2.344573234984194,Juice,1.520044946049398,1.542436781937105
1082451,22.82,14,1.653,12.08,10.739999999999998,8,6,5,5,1.6,1.2,1.3333333333333335,Other Beverages,1.592246006372412,0.8373915387428384
1082608,15.45,14,1.0966666666666667,9.0,6.45,9,5,7,4,1.2857142857142858,1.25,1.0285714285714287,Juice,1.520044946049398,0.6766717202966197
1082627,1331.28,172,7.733243243243243,532.2800000000001,799.0,72,100,30,46,2.4,2.1739130434782608,1.104,Carbonated Soft Drinks,1.8416478312836793,0.5994631444984146
1082825,1.19,1,1.19,0.0,1.19,0,1,0,1,0.0,1.0,0.0,Juice,1.520044946049398,0.0
1082955,378.5,50,7.561428571428571,170.76,207.74,24,26,17,20,1.411764705882353,1.3,1.0859728506787332,Carbonated Soft Drinks,1.8416478312836793,0.5896745470179172
1083043,676.51,200,3.4027329192546585,78.29,598.22,32,168,11,67,2.909090909090909,2.5074626865671643,1.1601731601731602,Juice,1.520044946049398,0.7632492467992175
1083254,109.53,199,0.5537106918238994,80.68999999999998,28.839999999999996,153,46,61,25,2.5081967213114753,1.84,1.3631503920171062,Carbonated Soft Drinks,1.8416478312836793,0.7401797286438596
1083524,249.99,50,5.000208333333334,63.31,186.68,13,37,12,29,1.0833333333333333,1.2758620689655173,0.849099099099099,Coffee,1.311586973965421,0.6473829917141926
1083824,37.43,17,2.2886666666666664,22.95,14.48,9,8,7,5,1.2857142857142858,1.6,0.8035714285714286,Juice,1.520044946049398,0.5286497814817341
1083915,71.78,36,2.0193333333333334,65.8,5.98,34,2,14,2,2.4285714285714284,1.0,2.4285714285714284,Juice,1.520044946049398,1.5976971173670185
1084028,109.75,25,4.38047619047619,0.0,109.75,0,25,0,20,0.0,1.25,0.0,Carbonated Soft Drinks,1.8416478312836793,0.0
1084208,90.97,89,1.021294117647059,4.8,86.17000000000003,6,83,5,53,1.2,1.5660377358490567,0.7662650602409637,Juice,1.520044946049398,0.5041068438354335
1084276,63.92,8,7.99,0.0,63.92000000000001,0,8,0,6,0.0,1.3333333333333333,0.0,Coffee,1.311586973965421,0.0
1084423,21.549999999999997,37,0.5816,4.72,16.830000000000002,8,29,5,16,1.6,1.8125,0.8827586206896553,Carbonated Soft Drinks,1.8416478312836793,0.47933085017364485
1084461,2.09,1,2.09,0.0,2.09,0,1,0,1,0.0,1.0,0.0,Coffee,1.311586973965421,0.0
1084755,69.18,26,2.6676190476190476,25.830000000000005,43.35,11,15,8,10,1.375,1.5,0.9166666666666666,Tea,1.2953467409932147,0.7076612289646919
1084827,68.64,77,0.8907042253521127,14.05,54.59,16,61,13,32,1.2307692307692308,1.90625,0.6456494325346784,Carbonated Soft Drinks,1.8416478312836793,0.35058246292649936
1084959,14.7,10,1.478888888888889,2.78,11.92,2,8,1,8,2.0,1.0,2.0,Coffee,1.311586973965421,1.5248702828705651
1084968,383.79,324,1.1975480769230769,364.41999999999996,19.369999999999994,311,13,68,8,4.573529411764706,1.625,2.8144796380090495,Juice,1.520044946049398,1.851576590102741
1085333,529.56,278,1.9098058902275767,307.79,221.76999999999998,168,110,61,48,2.7540983606557377,2.2916666666666665,1.2017883755588674,Carbonated Soft Drinks,1.8416478312836793,0.6525614480381886
1085447,115.83,117,0.9900000000000001,0.0,115.83000000000001,0,117,0,46,0.0,2.5434782608695654,0.0,Carbonated Soft Drinks,1.8416478312836793,0.0
1085457,30.810000000000002,12,2.5675000000000003,13.47,17.34,6,6,5,6,1.2,1.0,1.2,Tea,1.2953467409932147,0.9263928815537784
1085476,548.94,573,0.9679551122194513,271.72,277.21999999999997,298,275,42,53,7.095238095238095,5.188679245283019,1.3674458874458872,Energy/Sports Drinks,1.4467617422146801,0.9451769752721153
1085604,3743.7000000000003,3494,1.0720443509226287,2793.87,949.8299999999999,2756,738,88,29,31.318181818181817,25.448275862068964,1.230660261148066,Carbonated Soft Drinks,1.8416478312836793,0.6682386503234236
1085641,47.24,18,2.662857142857143,21.54,25.700000000000003,8,10,6,8,1.3333333333333333,1.25,1.0666666666666667,Juice,1.520044946049398,0.7017336358631611
1085648,9.88,2,4.94,0.0,9.88,0,2,0,2,0.0,1.0,0.0,Coffee,1.311586973965421,0.0
